Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440692717633,1440692729555,11922,True,
1,count at DataValidators.scala:38,,800,1440692729847,1440693436905,707058,True,
2,count at GradientDescent.scala:161,,800,1440693436985,1440693472746,35761,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440693474551,1440693513381,38830,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440693513396,1440693514362,966,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440693514470,1440693551464,36994,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440693551470,1440693551766,296,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440693551842,1440693589044,37202,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440693589050,1440693589325,275,True,
9,mean at LogisticRegressionApp.java:93,,800,1440693589419,1440693630331,40912,True,
