Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440528355967,1440528361626,5659,True,
1,count at DataValidators.scala:38,,800,1440528361904,1440528723769,361865,True,
2,count at GradientDescent.scala:161,,800,1440528723862,1440528726839,2977,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440528727901,1440528732904,5003,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440528732918,1440528733297,379,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440528733409,1440528737583,4174,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440528737592,1440528737828,236,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440528737900,1440528741890,3990,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440528741896,1440528742063,167,True,
9,mean at LogisticRegressionApp.java:93,,800,1440528742115,1440528748787,6672,True,
