Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440166780277,1440166788215,7938,True,
1,count at DataValidators.scala:38,,800,1440166788537,1440167188957,400420,True,
2,count at GradientDescent.scala:161,,800,1440167189038,1440167203796,14758,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440167204739,1440167220786,16047,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440167220805,1440167221316,511,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440167221419,1440167236269,14850,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440167236275,1440167236494,219,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440167236551,1440167251029,14478,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440167251034,1440167251209,175,True,
9,mean at LogisticRegressionApp.java:93,,800,1440167251271,1440167268990,17719,True,
