Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,7938,8028,90,1.1210762
1,400420,400667,247,0.061647203
2,14758,14823,65,0.43850774
3,16558,16671,113,0.6778238
4,15069,15151,82,0.5412184
5,14653,14692,39,0.2654506
6,17719,17757,38,0.21400012
