Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,15561,15676,115,0.7336055
1,503224,503452,228,0.045287337
2,95634,95759,125,0.13053603
3,89806,89897,91,0.10122696
4,82560,82624,64,0.077459335
5,86519,86549,30,0.034662448
