Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438269888140,1438269899058,10918,True,
1,count at DataValidators.scala:38,,800,1438269899361,1438270305151,405790,True,
2,count at GradientDescent.scala:161,,800,1438270305235,1438270315844,10609,True,
3,treeAggregate at GradientDescent.scala:189,,800,1438270316967,1438270332371,15404,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1438270332386,1438270333033,647,True,
5,treeAggregate at GradientDescent.scala:189,,800,1438270333133,1438270346417,13284,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1438270346423,1438270346658,235,True,
7,treeAggregate at GradientDescent.scala:189,,800,1438270346716,1438270359188,12472,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1438270359194,1438270359414,220,True,
9,mean at LogisticRegressionApp.java:93,,800,1438270359469,1438270374581,15112,True,
