Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,15128,15261,133,0.8715025
1,1565705,1566204,499,0.03186047
2,181890,182021,131,0.07196972
3,192777,193005,228,0.11813165
4,202055,202211,156,0.07714713
5,193619,193719,100,0.05162116
6,187412,187480,68,0.036270536
