Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440582494061,1440582507582,13521,True,
1,count at DataValidators.scala:38,,1600,1440582508032,1440586493363,3985331,True,
2,count at GradientDescent.scala:161,,1600,1440586493516,1440586757716,264200,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1440586758905,1440587048575,289670,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1440587048590,1440587050162,1572,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1440587050314,1440587324996,274682,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1440587325003,1440587325745,742,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1440587325840,1440587597200,271360,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1440587597209,1440587597925,716,True,
9,mean at LogisticRegressionApp.java:93,,1600,1440587598032,1440587891623,293591,True,
