Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438304399102,1438304414945,15843,True,
1,count at DataValidators.scala:38,,1600,1438304416229,1438305537655,1121426,True,
2,count at GradientDescent.scala:161,,1600,1438305537767,1438305640916,103149,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438305642133,1438305760157,118024,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438305760173,1438305761941,1768,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438305762079,1438305877631,115552,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438305877637,1438305878316,679,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438305878398,1438305987910,109512,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438305987919,1438305988563,644,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438305988652,1438306100519,111867,True,
