Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,9981,10066,85,0.8444268
1,531004,531225,221,0.04160196
2,20173,20237,64,0.3162524
3,22574,22694,120,0.52877414
4,20012,20091,79,0.39321092
5,20202,20259,57,0.28135642
6,22630,22657,27,0.119168475
