Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440690703714,1440690713695,9981,True,
1,count at DataValidators.scala:38,,800,1440690713977,1440691244981,531004,True,
2,count at GradientDescent.scala:161,,800,1440691245060,1440691265233,20173,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440691266326,1440691288272,21946,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440691288287,1440691288915,628,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440691289019,1440691308768,19749,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440691308774,1440691309037,263,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440691309113,1440691329087,19974,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440691329092,1440691329320,228,True,
9,mean at LogisticRegressionApp.java:93,,800,1440691329372,1440691352002,22630,True,
