Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440531409304,1440531418507,9203,True,
1,count at DataValidators.scala:38,,800,1440531418928,1440532359366,940438,True,
2,count at GradientDescent.scala:161,,800,1440532359465,1440532427937,68472,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440532429092,1440532498340,69248,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440532498354,1440532499289,935,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440532499416,1440532563868,64452,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440532563876,1440532564202,326,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440532564281,1440532628248,63967,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440532628253,1440532628603,350,True,
9,mean at LogisticRegressionApp.java:93,,800,1440532628810,1440532698427,69617,True,
