Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440732979591,1440732994681,15090,True,
1,count at DataValidators.scala:38,,2400,1440732995267,1440735116188,2120921,True,
2,count at GradientDescent.scala:161,,2400,1440735116342,1440735312565,196223,True,
3,treeAggregate at GradientDescent.scala:189,,2400,1440735313912,1440735510759,196847,True,
4,treeAggregate at GradientDescent.scala:189,3,48,1440735510778,1440735512063,1285,True,
5,treeAggregate at GradientDescent.scala:189,,2400,1440735512237,1440735705037,192800,True,
6,treeAggregate at GradientDescent.scala:189,5,48,1440735705045,1440735705793,748,True,
7,treeAggregate at GradientDescent.scala:189,,2400,1440735705916,1440735891163,185247,True,
8,treeAggregate at GradientDescent.scala:189,7,48,1440735891169,1440735891867,698,True,
9,mean at LogisticRegressionApp.java:93,,2400,1440735892006,1440736090030,198024,True,
