Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,3239,3323,84,2.5278363
1,22955,23195,240,1.0347058
2,987,1043,56,5.3691278
3,2517,2619,102,3.8946164
4,991,1065,74,6.948357
5,1012,1051,39,3.7107515
6,759,786,27,3.4351144
