Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440695385582,1440695399237,13655,True,
1,count at DataValidators.scala:38,,800,1440695399542,1440696332156,932614,True,
2,count at GradientDescent.scala:161,,800,1440696332244,1440696382592,50348,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440696383712,1440696438354,54642,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440696438369,1440696439373,1004,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440696439478,1440696495494,56016,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440696495500,1440696495813,313,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440696495937,1440696555173,59236,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440696555181,1440696555484,303,True,
9,mean at LogisticRegressionApp.java:93,,800,1440696555583,1440696616676,61093,True,
