Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438314454879,1438314470011,15132,0,0,0,
1,1438314470083,1438315688138,1218055,1,1,1,
2,1438315688158,1438315806947,118789,2,2,2,
3,1438315807926,1438315937618,129692,3 4,4,3,
4,1438315937644,1438316066895,129251,5 6,6,5,
5,1438316066918,1438316193979,127061,7 8,8,7,
6,1438316194047,1438316315853,121806,9,9,9,
