Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1437588842787,1437588850335,7548,0,0,0,
1,1437588850390,1437588987294,136904,1,1,1,
2,1437588988280,1437588992239,3959,2 3,3,2,
3,1437588992267,1437588994953,2686,5 4,5,4,
4,1437588994978,1437588997155,2177,6 7,7,6,
5,1437588997179,1437589000846,3667,8,8,8,
