Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440736811679,1440736825306,13627,True,
1,count at DataValidators.scala:38,,2400,1440736825908,1440739058146,2232238,True,
2,count at GradientDescent.scala:161,,2400,1440739058307,1440739272405,214098,True,
3,treeAggregate at GradientDescent.scala:189,,2400,1440739277227,1440739474955,197728,True,
4,treeAggregate at GradientDescent.scala:189,3,48,1440739474971,1440739476268,1297,True,
5,treeAggregate at GradientDescent.scala:189,,2400,1440739476429,1440739666982,190553,True,
6,treeAggregate at GradientDescent.scala:189,5,48,1440739666990,1440739667825,835,True,
7,treeAggregate at GradientDescent.scala:189,,2400,1440739667957,1440739873608,205651,True,
8,treeAggregate at GradientDescent.scala:189,7,48,1440739873613,1440739874379,766,True,
9,mean at LogisticRegressionApp.java:93,,2400,1440739874572,1440740107075,232503,True,
