Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438334267741,1438334282650,14909,True,
1,count at DataValidators.scala:38,,2400,1438334283242,1438335720315,1437073,True,
2,count at GradientDescent.scala:161,,2400,1438335720469,1438335873089,152620,True,
3,treeAggregate at GradientDescent.scala:189,,2400,1438335874307,1438336032138,157831,True,
4,treeAggregate at GradientDescent.scala:189,3,48,1438336032157,1438336034494,2337,True,
5,treeAggregate at GradientDescent.scala:189,,2400,1438336034652,1438336205912,171260,True,
6,treeAggregate at GradientDescent.scala:189,5,48,1438336205919,1438336206766,847,True,
7,treeAggregate at GradientDescent.scala:189,,2400,1438336206888,1438336366265,159377,True,
8,treeAggregate at GradientDescent.scala:189,7,48,1438336366270,1438336366977,707,True,
9,mean at LogisticRegressionApp.java:93,,2400,1438336367100,1438336527041,159941,True,
