Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1437597103806,1437597116546,12740,0,0,0,
1,1437597116626,1437597549027,432401,1,1,1,
2,1437597550095,1437597623988,73893,2 3,3,2,
3,1437597624018,1437597708067,84049,5 4,5,4,
4,1437597708093,1437597780799,72706,6 7,7,6,
5,1437597780846,1437597855863,75017,8,8,8,
