Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,12559,12740,181,1.4207221
1,432191,432401,210,0.048566032
2,73766,73893,127,0.17187013
3,83944,84049,105,0.12492712
4,72650,72706,56,0.07702253
5,74986,75017,31,0.041323967
