Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438306818734,1438306835336,16602,0,0,0,
1,1438306835411,1438307971241,1135830,1,1,1,
2,1438307971258,1438308102659,131401,2,2,2,
3,1438308103988,1438308232464,128476,3 4,4,3,
4,1438308232489,1438308357072,124583,5 6,6,5,
5,1438308357096,1438308481830,124734,7 8,8,7,
6,1438308481888,1438308605339,123451,9,9,9,
