Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438317082538,1438317098768,16230,True,
1,count at DataValidators.scala:38,,2400,1438317099359,1438318360462,1261103,True,
2,count at GradientDescent.scala:161,,2400,1438318360610,1438318487768,127158,True,
3,treeAggregate at GradientDescent.scala:189,,2400,1438318488968,1438318621374,132406,True,
4,treeAggregate at GradientDescent.scala:189,3,48,1438318621391,1438318623864,2473,True,
5,treeAggregate at GradientDescent.scala:189,,2400,1438318624061,1438318765883,141822,True,
6,treeAggregate at GradientDescent.scala:189,5,48,1438318765890,1438318766478,588,True,
7,treeAggregate at GradientDescent.scala:189,,2400,1438318766602,1438318886255,119653,True,
8,treeAggregate at GradientDescent.scala:189,7,48,1438318886260,1438318886890,630,True,
9,mean at LogisticRegressionApp.java:93,,2400,1438318887099,1438319005998,118899,True,
