Stage ID,Real Duration,Estimated Duration,Error,Error Percentage,Size,Error/AppDuration
0,7457,8468,1011,0.13557730991015154,28.740164923481643,0.006139029899686672
1,136683,136728,45,3.292289458089155E-4,28.740164923481643,2.732505890068252E-4
2,3475,2713,762,0.21928057553956834,28.740164923481643,0.00462704330718224
3,366,2321,1955,5.341530054644808,28.740164923481643,0.011871220033518738
4,2444,5199,2755,1.1272504091653028,28.740164923481643,0.016729008282528966
5,157,236,79,0.5031847133757962,28.740164923481643,4.7970658958975976E-4
6,2000,2331,331,0.1655,28.740164923481643,0.002009909888027981
7,124,144,20,0.16129032258064516,28.740164923481643,1.2144470622525564E-4
8,3638,4306,668,0.18361737218251786,28.740164923481643,0.004056253187923539
0,7968,9106,1138,0.14282128514056225,33.53023000713438,0.0052029041166035735
1,171503,165144,6359,0.037078068605213906,33.53023000713438,0.029073169839615224
2,9709,10987,1278,0.1316304459779586,33.53023000713438,0.00584298019421737
3,403,2292,1889,4.687344913151365,33.53023000713438,0.008636455075803295
4,6461,11752,5291,0.8189134808853119,33.53023000713438,0.02419030376181855
5,150,250,100,0.6666666666666666,33.53023000713438,4.5719719829556883E-4
6,5688,8437,2749,0.4832981715893108,33.53023000713438,0.012568350981145188
7,120,170,50,0.4166666666666667,33.53023000713438,2.2859859914778441E-4
8,7356,10772,3416,0.46438281674823273,33.53023000713438,0.015617856293776631
0,11533,9744,1789,0.15512009017601666,38.32025950308889,0.005973368592568849
1,205887,193561,12326,0.05986779155556203,38.32025950308889,0.04115580842482036
2,22592,19261,3331,0.14744157223796034,38.32025950308889,0.011122018324117851
3,737,2263,1526,2.0705563093622796,38.32025950308889,0.005095226647434357
4,18934,18305,629,0.03322066124432238,38.32025950308889,0.0021001949942570184
5,220,263,43,0.19545454545454546,38.32025950308889,1.4357453855811097E-4
6,17343,14544,2799,0.16139076284379866,38.32025950308889,0.009345700777305874
7,127,196,69,0.5433070866141733,38.32025950308889,2.303870502444106E-4
8,14003,17237,3234,0.23095051060487037,38.32025950308889,0.01079814087667281
0,13202,10382,2820,0.2136039993940312,43.11029945407063,0.006804132666110111
1,219526,221977,2451,0.01116496451445387,43.11029945407063,0.005913804668310597
2,56086,27535,28551,0.5090575188103983,43.11029945407063,0.06888822402486162
