Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438355069619,1438355084577,14958,0,0,0,
1,1438355084638,1438356596934,1512296,1,1,1,
2,1438356596953,1438356761193,164240,2,2,2,
3,1438356763685,1438356939653,175968,3 4,4,3,
4,1438356939679,1438357106540,166861,5 6,6,5,
5,1438357106563,1438357290385,183822,7 8,8,7,
6,1438357290443,1438357473011,182568,9,9,9,
