Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438355069754,1438355084571,14817,True,
1,count at DataValidators.scala:38,,2400,1438355085170,1438356596934,1511764,True,
2,count at GradientDescent.scala:161,,2400,1438356597095,1438356761193,164098,True,
3,treeAggregate at GradientDescent.scala:189,,2400,1438356763883,1438356936246,172363,True,
4,treeAggregate at GradientDescent.scala:189,3,48,1438356936260,1438356939653,3393,True,
5,treeAggregate at GradientDescent.scala:189,,2400,1438356939824,1438357105782,165958,True,
6,treeAggregate at GradientDescent.scala:189,5,48,1438357105789,1438357106540,751,True,
7,treeAggregate at GradientDescent.scala:189,,2400,1438357106650,1438357289535,182885,True,
8,treeAggregate at GradientDescent.scala:189,7,48,1438357289541,1438357290384,843,True,
9,mean at LogisticRegressionApp.java:93,,2400,1438357290505,1438357473010,182505,True,
