Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1440169643295,1440169652438,9143,0,0,0,
1,1440169652485,1440170251231,598746,1,1,1,
2,1440170251245,1440170282783,31538,2,2,2,
3,1440170283752,1440170317919,34167,3 4,4,3,
4,1440170317953,1440170350838,32885,5 6,6,5,
5,1440170350863,1440170383946,33083,7 8,8,7,
6,1440170383971,1440170419937,35966,9,9,9,
