Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440169643389,1440169652433,9044,True,
1,count at DataValidators.scala:38,,800,1440169652725,1440170251231,598506,True,
2,count at GradientDescent.scala:161,,800,1440170251310,1440170282783,31473,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440170283860,1440170317196,33336,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440170317212,1440170317919,707,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440170318021,1440170350568,32547,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440170350574,1440170350838,264,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440170350904,1440170383723,32819,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440170383729,1440170383946,217,True,
9,mean at LogisticRegressionApp.java:93,,800,1440170384001,1440170419937,35936,True,
