Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440576355223,1440576368958,13735,True,
1,count at DataValidators.scala:38,,1600,1440576369416,1440580133439,3764023,True,
2,count at GradientDescent.scala:161,,1600,1440580133582,1440580378044,244462,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1440580379268,1440580643070,263802,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1440580643088,1440580644257,1169,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1440580644410,1440580909380,264970,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1440580909387,1440580910094,707,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1440580910185,1440581168605,258420,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1440581168611,1440581169302,691,True,
9,mean at LogisticRegressionApp.java:93,,1600,1440581169402,1440581435073,265671,True,
