Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,21775,21916,141,0.6433656
1,106095,106378,283,0.26603246
2,110830,110945,115,0.103654966
3,76876,76994,118,0.1532587
4,62981,63085,104,0.16485694
5,44830,44933,103,0.2292302
