Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440170859370,1440170868969,9599,True,
1,count at DataValidators.scala:38,,800,1440170869270,1440171526382,657112,True,
2,count at GradientDescent.scala:161,,800,1440171526462,1440171563690,37228,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440171564876,1440171604897,40021,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440171604911,1440171605885,974,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440171605998,1440171644157,38159,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440171644163,1440171644466,303,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440171644541,1440171682946,38405,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440171682951,1440171683279,328,True,
9,mean at LogisticRegressionApp.java:93,,800,1440171683336,1440171725862,42526,True,
