Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,9599,9693,94,0.96977204
1,657112,657355,243,0.036966328
2,37228,37293,65,0.17429546
3,40995,41118,123,0.29913905
4,38462,38553,91,0.2360387
5,38733,38778,45,0.11604518
6,42526,42558,32,0.075191505
