Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1440170859282,1440170868975,9693,0,0,0,
1,1440170869027,1440171526382,657355,1,1,1,
2,1440171526397,1440171563690,37293,2,2,2,
3,1440171564767,1440171605885,41118,3 4,4,3,
4,1440171605913,1440171644466,38553,5 6,6,5,
5,1440171644501,1440171683279,38778,7 8,8,7,
6,1440171683304,1440171725862,42558,9,9,9,
