Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438264696924,1438264700895,3971,True,
1,count at DataValidators.scala:38,,800,1438264701166,1438264759531,58365,True,
2,count at GradientDescent.scala:161,,800,1438264759608,1438264760600,992,True,
3,treeAggregate at GradientDescent.scala:189,,800,1438264761403,1438264763170,1767,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1438264763185,1438264763559,374,True,
5,treeAggregate at GradientDescent.scala:189,,800,1438264763645,1438264764520,875,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1438264764525,1438264764674,149,True,
7,treeAggregate at GradientDescent.scala:189,,800,1438264764731,1438264765601,870,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1438264765606,1438264765733,127,True,
9,mean at LogisticRegressionApp.java:93,,800,1438264765789,1438264766738,949,True,
