Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,3971,4068,97,2.384464
1,58365,58596,231,0.39422485
2,992,1053,61,5.7929726
3,2141,2252,111,4.928952
4,1024,1089,65,5.9687786
5,997,1036,39,3.764479
6,949,980,31,3.1632655
