Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438284340014,1438284354919,14905,True,
1,count at DataValidators.scala:38,,1600,1438284355410,1438285149351,793941,True,
2,count at GradientDescent.scala:161,,1600,1438285149493,1438285210451,60958,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438285211633,1438285280886,69253,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438285280904,1438285281924,1020,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438285282055,1438285343704,61649,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438285343709,1438285344182,473,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438285344265,1438285405667,61402,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438285405676,1438285406305,629,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438285406461,1438285480495,74034,True,
