Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438264696832,1438264700900,4068,0,0,0,
1,1438264700936,1438264759532,58596,1,1,1,
2,1438264759547,1438264760600,1053,2,2,2,
3,1438264761307,1438264763559,2252,3 4,4,3,
4,1438264763585,1438264764674,1089,5 6,6,5,
5,1438264764697,1438264765733,1036,7 8,8,7,
6,1438264765758,1438264766738,980,9,9,9,
