Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440589002578,1440589015968,13390,True,
1,count at DataValidators.scala:38,,1600,1440589016398,1440593108198,4091800,True,
2,count at GradientDescent.scala:161,,1600,1440593108342,1440593404981,296639,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1440593406250,1440593751185,344935,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1440593751202,1440593752418,1216,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1440593752572,1440594062338,309766,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1440594062347,1440594063062,715,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1440594063154,1440594398619,335465,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1440594398625,1440594399307,682,True,
9,mean at LogisticRegressionApp.java:93,,1600,1440594399418,1440594718881,319463,True,
