Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440722270082,1440722283252,13170,True,
1,count at DataValidators.scala:38,,2400,1440722283838,1440724165489,1881651,True,
2,count at GradientDescent.scala:161,,2400,1440724165646,1440724314967,149321,True,
3,treeAggregate at GradientDescent.scala:189,,2400,1440724317935,1440724482317,164382,True,
4,treeAggregate at GradientDescent.scala:189,3,48,1440724482332,1440724483680,1348,True,
5,treeAggregate at GradientDescent.scala:189,,2400,1440724483842,1440724672213,188371,True,
6,treeAggregate at GradientDescent.scala:189,5,48,1440724672219,1440724672844,625,True,
7,treeAggregate at GradientDescent.scala:189,,2400,1440724672955,1440724828135,155180,True,
8,treeAggregate at GradientDescent.scala:189,7,48,1440724828141,1440724828745,604,True,
9,mean at LogisticRegressionApp.java:93,,2400,1440724828877,1440724990473,161596,True,
