Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438295739813,1438295754126,14313,True,
1,count at DataValidators.scala:38,,1600,1438295754589,1438296709991,955402,True,
2,count at GradientDescent.scala:161,,1600,1438296710103,1438296806534,96431,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438296807785,1438296892277,84492,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438296892292,1438296896229,3937,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438296896370,1438296980269,83899,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438296980275,1438296980804,529,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438296980883,1438297060954,80071,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438297060960,1438297061377,417,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438297061490,1438297145283,83793,True,
