Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1440712964379,1440712978423,14044,0,0,0,
1,1440712978509,1440714582984,1604475,1,1,1,
2,1440714583003,1440714735047,152044,2,2,2,
3,1440714736140,1440714899911,163771,3 4,4,3,
4,1440714899936,1440715059428,159492,5 6,6,5,
5,1440715059451,1440715234260,174809,7 8,8,7,
6,1440715234324,1440715401520,167196,9,9,9,
