Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440712964485,1440712978416,13931,True,
1,count at DataValidators.scala:38,,1600,1440712978868,1440714582984,1604116,True,
2,count at GradientDescent.scala:161,,1600,1440714583104,1440714735047,151943,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1440714736304,1440714898651,162347,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1440714898667,1440714899911,1244,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1440714900043,1440715058702,158659,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1440715058710,1440715059428,718,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1440715059511,1440715233569,174058,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1440715233576,1440715234260,684,True,
9,mean at LogisticRegressionApp.java:93,,1600,1440715234371,1440715401519,167148,True,
