Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440198934371,1440198949440,15069,True,
1,count at DataValidators.scala:38,,1600,1440198949911,1440200547608,1597697,True,
2,count at GradientDescent.scala:161,,1600,1440200547744,1440200672507,124763,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1440200673905,1440200795352,121447,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1440200795367,1440200796554,1187,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1440200796690,1440200918290,121600,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1440200918296,1440200918971,675,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1440200919063,1440201056744,137681,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1440201056751,1440201057301,550,True,
9,mean at LogisticRegressionApp.java:93,,1600,1440201057390,1440201179594,122204,True,
