Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440551294563,1440551312062,17499,True,
1,count at DataValidators.scala:38,,1600,1440551312637,1440553692779,2380142,True,
2,count at GradientDescent.scala:161,,1600,1440553692905,1440553891424,198519,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1440553892744,1440554094468,201724,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1440554094485,1440554095596,1111,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1440554095729,1440554330114,234385,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1440554330121,1440554330831,710,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1440554330918,1440554530542,199624,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1440554530552,1440554531274,722,True,
9,mean at LogisticRegressionApp.java:93,,1600,1440554531497,1440554741060,209563,True,
