Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440187750683,1440187766482,15799,True,
1,count at DataValidators.scala:38,,800,1440187766806,1440189125791,1358985,True,
2,count at GradientDescent.scala:161,,800,1440189125868,1440189219946,94078,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440189221217,1440189316110,94893,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440189316124,1440189317082,958,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440189317214,1440189418157,100943,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440189418163,1440189418569,406,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440189418690,1440189516538,97848,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440189516544,1440189516882,338,True,
9,mean at LogisticRegressionApp.java:93,,800,1440189516972,1440189616946,99974,True,
