Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1440172203254,1440172214624,11370,0,0,0,
1,1440172214678,1440172935892,721214,1,1,1,
2,1440172935908,1440172977745,41837,2,2,2,
3,1440172978970,1440173029213,50243,3 4,4,3,
4,1440173029240,1440173073917,44677,5 6,6,5,
5,1440173073941,1440173118009,44068,7 8,8,7,
6,1440173118034,1440173165778,47744,9,9,9,
