Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,208834,208961,127,0.06077689
1,1248860,1249199,339,0.02713739
2,631112,631177,65,0.01029822
3,593653,593723,70,0.01179001
4,665239,665309,70,0.010521427
5,654651,654716,65,0.0099279685
6,675520,675579,59,0.008733249
7,671571,671636,65,0.009677861
8,628726,628788,62,0.009860239
9,646090,646151,61,0.009440518
10,670850,670908,58,0.008645
11,560270,560330,60,0.010707976
12,581782,581848,66,0.011343168
13,56174,56372,198,0.3512382
