Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,7849,7948,99,1.2455964
1,218371,218612,241,0.11024098
2,950,1014,64,6.311637
3,2629,2743,114,4.1560335
4,1666,1746,80,4.5819016
5,1622,1665,43,2.5825827
6,3279,3304,25,0.7566586
