Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440165545647,1440165551950,6303,True,
1,count at DataValidators.scala:38,,800,1440165552247,1440165820262,268015,True,
2,count at GradientDescent.scala:161,,800,1440165820347,1440165822235,1888,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440165824019,1440165827972,3953,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440165827986,1440165828514,528,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440165828606,1440165831633,3027,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440165831640,1440165831820,180,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440165831886,1440165834703,2817,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440165834708,1440165834854,146,True,
9,mean at LogisticRegressionApp.java:93,,800,1440165834907,1440165840387,5480,True,
