Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438351850791,1438351865020,14229,True,
1,count at DataValidators.scala:38,,2400,1438351865630,1438353380741,1515111,True,
2,count at GradientDescent.scala:161,,2400,1438353380899,1438353535136,154237,True,
3,treeAggregate at GradientDescent.scala:189,,2400,1438353536528,1438353706671,170143,True,
4,treeAggregate at GradientDescent.scala:189,3,48,1438353706688,1438353707860,1172,True,
5,treeAggregate at GradientDescent.scala:189,,2400,1438353708026,1438353862984,154958,True,
6,treeAggregate at GradientDescent.scala:189,5,48,1438353862995,1438353863781,786,True,
7,treeAggregate at GradientDescent.scala:189,,2400,1438353863881,1438354043401,179520,True,
8,treeAggregate at GradientDescent.scala:189,7,48,1438354043407,1438354044135,728,True,
9,mean at LogisticRegressionApp.java:93,,2400,1438354044284,1438354203900,159616,True,
