Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1436921102464,1436921112298,9834,0,0,0,
1,1436921112368,1436921333245,220877,1,1,1,
2,1436921334313,1436921356632,22319,2 3,3,2,
3,1436921356665,1436921371643,14978,5 4,5,4,
4,1436921371673,1436921386254,14581,6 7,7,6,
5,1436921386315,1436921403420,17105,8,8,8,
