Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438266777209,1438266785639,8430,0,0,0,
1,1438266785696,1438267033232,247536,1,1,1,
2,1438267033247,1438267034285,1038,2,2,2,
3,1438267035304,1438267038475,3171,3 4,4,3,
4,1438267038502,1438267040401,1899,5 6,6,5,
5,1438267040426,1438267042253,1827,7 8,8,7,
6,1438267042278,1438267046025,3747,9,9,9,
