Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438297768796,1438297786762,17966,True,
1,count at DataValidators.scala:38,,1600,1438297787229,1438298781839,994610,True,
2,count at GradientDescent.scala:161,,1600,1438298781960,1438298872548,90588,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438298873811,1438299002293,128482,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438299002312,1438299005129,2817,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438299005272,1438299156481,151209,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438299156487,1438299157323,836,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438299157402,1438299246392,88990,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438299246399,1438299246912,513,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438299247007,1438299333231,86224,True,
