Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440195983112,1440195998032,14920,True,
1,count at DataValidators.scala:38,,1600,1440195998507,1440197411170,1412663,True,
2,count at GradientDescent.scala:161,,1600,1440197411289,1440197568466,157177,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1440197569662,1440197683901,114239,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1440197683948,1440197685537,1589,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1440197685683,1440197799857,114174,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1440197799863,1440197800532,669,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1440197800619,1440197914738,114119,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1440197914744,1440197915265,521,True,
9,mean at LogisticRegressionApp.java:93,,1600,1440197915376,1440198034125,118749,True,
