Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440688841394,1440688848394,7000,True,
1,count at DataValidators.scala:38,,800,1440688848809,1440689089961,241152,True,
2,count at GradientDescent.scala:161,,800,1440689090048,1440689091054,1006,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440689096417,1440689099385,2968,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440689099404,1440689099789,385,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440689099888,1440689101643,1755,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440689101648,1440689101825,177,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440689101892,1440689103555,1663,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440689103561,1440689103692,131,True,
9,mean at LogisticRegressionApp.java:93,,800,1440689103781,1440689107523,3742,True,
