Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,13197,13287,90,0.6773538
1,476757,477004,247,0.051781535
2,18485,18551,66,0.35577598
3,21548,21673,125,0.57675445
4,19909,19988,79,0.39523715
5,18657,18701,44,0.23528154
6,22968,22996,28,0.12176031
