Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438271554564,1438271567761,13197,True,
1,count at DataValidators.scala:38,,800,1438271568054,1438272044811,476757,True,
2,count at GradientDescent.scala:161,,800,1438272044893,1438272063378,18485,True,
3,treeAggregate at GradientDescent.scala:189,,800,1438272064577,1438272085430,20853,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1438272085446,1438272086141,695,True,
5,treeAggregate at GradientDescent.scala:189,,800,1438272086241,1438272105911,19670,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1438272105918,1438272106157,239,True,
7,treeAggregate at GradientDescent.scala:189,,800,1438272106218,1438272124643,18425,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1438272124649,1438272124881,232,True,
9,mean at LogisticRegressionApp.java:93,,800,1438272124953,1438272147921,22968,True,
