Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438264518714,1438264521953,3239,True,
1,count at DataValidators.scala:38,,800,1438264522224,1438264545179,22955,True,
2,count at GradientDescent.scala:161,,800,1438264545250,1438264546237,987,True,
3,treeAggregate at GradientDescent.scala:189,,800,1438264547388,1438264549537,2149,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1438264549551,1438264549919,368,True,
5,treeAggregate at GradientDescent.scala:189,,800,1438264550011,1438264550851,840,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1438264550860,1438264551011,151,True,
7,treeAggregate at GradientDescent.scala:189,,800,1438264551067,1438264551951,884,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1438264551957,1438264552085,128,True,
9,mean at LogisticRegressionApp.java:93,,800,1438264552138,1438264552897,759,True,
