Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438264518636,1438264521959,3323,0,0,0,
1,1438264521984,1438264545179,23195,1,1,1,
2,1438264545194,1438264546237,1043,2,2,2,
3,1438264547300,1438264549919,2619,3 4,4,3,
4,1438264549946,1438264551011,1065,5 6,6,5,
5,1438264551034,1438264552085,1051,7 8,8,7,
6,1438264552111,1438264552897,786,9,9,9,
