Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1440689923802,1440689933176,9374,0,0,0,
1,1440689933245,1440690363663,430418,1,1,1,
2,1440690363677,1440690381857,18180,2,2,2,
3,1440690382999,1440690399987,16988,3 4,4,3,
4,1440690400014,1440690415529,15515,5 6,6,5,
5,1440690415553,1440690430163,14610,7 8,8,7,
6,1440690430189,1440690448285,18096,9,9,9,
