Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440689923916,1440689933171,9255,True,
1,count at DataValidators.scala:38,,800,1440689933457,1440690363663,430206,True,
2,count at GradientDescent.scala:161,,800,1440690363742,1440690381857,18115,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440690383109,1440690399345,16236,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440690399359,1440690399987,628,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440690400091,1440690415303,15212,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440690415310,1440690415528,218,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440690415591,1440690430026,14435,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440690430032,1440690430163,131,True,
9,mean at LogisticRegressionApp.java:93,,800,1440690430219,1440690448285,18066,True,
