Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440178872682,1440178889455,16773,True,
1,count at DataValidators.scala:38,,800,1440178889796,1440179869516,979720,True,
2,count at GradientDescent.scala:161,,800,1440179869592,1440179933055,63463,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440179934459,1440180001682,67223,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440180001696,1440180002527,831,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440180002634,1440180067846,65212,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440180067852,1440180068230,378,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440180068305,1440180154452,86147,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440180154458,1440180154814,356,True,
9,mean at LogisticRegressionApp.java:93,,800,1440180154872,1440180241139,86267,True,
