Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1440165545559,1440165551957,6398,0,0,0,
1,1440165551985,1440165820262,268277,1,1,1,
2,1440165820278,1440165822235,1957,2,2,2,
3,1440165823918,1440165828514,4596,3 4,4,3,
4,1440165828541,1440165831820,3279,5 6,6,5,
5,1440165831844,1440165834854,3010,7 8,8,7,
6,1440165834879,1440165840387,5508,9,9,9,
