Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438328273553,1438328288821,15268,0,0,0,
1,1438328288889,1438329664277,1375388,1,1,1,
2,1438329664297,1438329799445,135148,2,2,2,
3,1438329800516,1438329944996,144480,3 4,4,3,
4,1438329945034,1438330101327,156293,5 6,6,5,
5,1438330101354,1438330245422,144068,7 8,8,7,
6,1438330245474,1438330383485,138011,9,9,9,
